plan_a,seed_a,split_a,plan_b,seed_b,split_b,K,distance_a,distance_b,relative_cost_gap,delta_frac,recovery_rate_a,recovery_rate_b,abs_recovery_gap,absorbed_customer_frac_a,absorbed_customer_frac_b,abs_absorbed_customer_gap,absorbed_workload_frac_a,absorbed_workload_frac_b,abs_absorbed_workload_gap
0,0,0,15,5,0,6,1224767.0,1223304.0,0.001195941483065534,0.05,0.0,0.0,0.0,0.056657151222368606,0.015579710144927537,0.04107744107744107,0.018011579480703314,0.003975827808679762,0.01403575167202355
0,0,0,15,5,0,6,1224767.0,1223304.0,0.001195941483065534,0.1,0.0,0.0,0.0,0.10346581759625235,0.024351639969488942,0.07911417762676341,0.04963757109073563,0.006087649164652808,0.04354992192608283
0,0,0,15,5,0,6,1224767.0,1223304.0,0.001195941483065534,0.2,0.0,0.0,0.0,0.1314119455423803,0.024351639969488942,0.10706030557289137,0.06520590692491397,0.006530322914099465,0.058675584010814505
0,0,0,15,5,0,6,1224767.0,1223304.0,0.001195941483065534,0.4,0.0,0.0,0.0,0.18975991802078762,0.03192739754524652,0.1578325204755411,0.10151619784377548,0.008558426637118442,0.09295777120665705
0,0,0,18,6,0,6,1224767.0,1242246.0,0.014271285885396978,0.05,0.0,0.0,0.0,0.056657151222368606,0.05884924017916345,0.0021920889567948465,0.018011579480703314,0.013621440392366286,0.004390139088337028
0,0,0,18,6,0,6,1224767.0,1242246.0,0.014271285885396978,0.1,0.0,0.0,0.0,0.10346581759625235,0.05884924017916345,0.0446165774170889,0.04963757109073563,0.014065096115525115,0.035572474975210516
0,0,0,18,6,0,6,1224767.0,1242246.0,0.014271285885396978,0.2,0.0,0.0,0.0,0.1314119455423803,0.05884924017916345,0.07256270536321685,0.06520590692491397,0.014065096115525115,0.051140810809388856
0,0,0,18,6,0,6,1224767.0,1242246.0,0.014271285885396978,0.4,0.0,0.0,0.0,0.18975991802078762,0.05884924017916345,0.13091067784162416,0.10151619784377548,0.014065096115525115,0.08745110172825037
0,0,0,21,7,0,6,1224767.0,1232962.0,0.006691068586923064,0.05,0.0,0.0,0.0,0.056657151222368606,0.03857585139318886,0.018081299829179748,0.018011579480703314,0.008664003914871812,0.009347575565831502
0,0,0,21,7,0,6,1224767.0,1232962.0,0.006691068586923064,0.1,0.0,0.0,0.0,0.10346581759625235,0.03857585139318886,0.0648899662030635,0.04963757109073563,0.008664003914871812,0.04097356717586382
