plan_id,seed,split_level,K,distance,delta_frac,lost_route_idx,lost_route_len,lost_route_cost,lost_workload,fully_absorbable,extra_units,max_absorbed_customers,absorbed_customer_frac,max_absorbed_workload,absorbed_workload_frac,min_full_absorption_delta,feasible_block_insertions,lost_route
3,1,0,6,1368718.0,0.2,0,21,301836.0,203.49999999999997,0,1,4,0.19047619047619047,39.6,0.19459459459459463,,17,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 19
3,1,0,6,1368718.0,0.2,1,13,251669.0,178.6,0,1,2,0.15384615384615385,28.8,0.1612541993281075,,4,76 39 24 100 49 82 41 51 79 35 70 2 72
3,1,0,6,1368718.0,0.2,2,16,269371.0,225.60000000000002,0,1,4,0.25,45.099999999999994,0.19991134751773046,,14,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
3,1,0,6,1368718.0,0.2,3,16,171344.0,195.0,0,1,8,0.5,64.39999999999999,0.3302564102564102,,54,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7 96
3,1,0,6,1368718.0,0.2,4,17,153148.0,194.6,0,1,8,0.47058823529411764,73.6,0.3782117163412127,,52,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
3,1,0,6,1368718.0,0.2,5,17,221350.0,218.0,0,1,9,0.5294117647058824,93.6,0.4293577981651376,,73,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
3,1,0,6,1368718.0,0.4,0,21,301836.0,203.49999999999997,0,1,10,0.47619047619047616,82.6,0.40589680589680593,,90,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 19
3,1,0,6,1368718.0,0.4,1,13,251669.0,178.6,0,1,4,0.3076923076923077,45.3,0.2536394176931691,,10,76 39 24 100 49 82 41 51 79 35 70 2 72
3,1,0,6,1368718.0,0.4,2,16,269371.0,225.60000000000002,0,1,9,0.5625,88.69999999999999,0.39317375886524814,,59,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
3,1,0,6,1368718.0,0.4,3,16,171344.0,195.0,0,1,8,0.5,75.60000000000001,0.3876923076923077,,78,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7 96
3,1,0,6,1368718.0,0.4,4,17,153148.0,194.6,0,1,10,0.5882352941176471,86.4,0.4439876670092498,,105,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
3,1,0,6,1368718.0,0.4,5,17,221350.0,218.0,0,1,10,0.5882352941176471,88.79999999999998,0.4073394495412843,,86,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
4,1,1,7,1419359.0,0.05,0,21,300248.0,211.89999999999998,0,1,1,0.047619047619047616,11.100000000000001,0.05238319962246344,,2,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 96
4,1,1,7,1419359.0,0.05,1,1,54696.0,2.7,0,1,0,0.0,0.0,0.0,,0,19
4,1,1,7,1419359.0,0.05,2,13,251669.0,178.6,0,1,1,0.07692307692307693,15.0,0.083986562150056,,3,76 39 24 100 49 82 41 51 79 35 70 2 72
4,1,1,7,1419359.0,0.05,3,16,269371.0,225.60000000000002,0,1,1,0.0625,11.899999999999999,0.052748226950354596,,2,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
4,1,1,7,1419359.0,0.05,4,15,168877.0,183.90000000000003,0,1,2,0.13333333333333333,8.7,0.047308319738988566,,4,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7
4,1,1,7,1419359.0,0.05,5,17,153148.0,194.6,0,1,1,0.058823529411764705,8.9,0.04573484069886948,,2,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
