sweep,scenario,x,seed,none_cost,none_fail,none_ho,v1_myo_cost,v1_myo_fail,v1_myo_ho,v1_myo_saving,v1_myo_gap,v1_tun_cost,v1_tun_fail,v1_tun_ho,v1_tun_saving,v1_tun_gap,fb_tun_cost,fb_tun_fail,fb_tun_ho,fb_tun_saving,fb_tun_gap,v2_lsm_cost,v2_lsm_fail,v2_lsm_ho,v2_lsm_saving,v2_lsm_gap,oracle_cost,oracle_fail,oracle_ho,oracle_saving
n_train,ctd,1000,3,0.49875,0.09975,0.0,0.49875,0.09975,0.0,0.0,100.00000000000001,0.49875,0.09975,0.0,0.0,100.00000000000001,0.25683333333333336,0.031,0.10183333333333333,48.50459482038429,39.36925647451964,0.23358333333333334,0.015916666666666666,0.154,53.16624895572264,33.5421888053467,0.09975,0.0,0.09975,80.00000000000001
n_train,ctd,1000,4,0.45416666666666666,0.09083333333333334,0.0,0.45416666666666666,0.09083333333333334,0.0,0.0,100.0,0.45416666666666666,0.09083333333333334,0.0,0.0,100.0,0.25316666666666665,0.030083333333333333,0.10275,44.25688073394496,44.67889908256881,0.231,0.024666666666666667,0.10766666666666666,49.137614678899084,38.57798165137614,0.09083333333333334,0.0,0.09083333333333334,80.0
n_train,ctd,5000,0,0.5416666666666666,0.10833333333333334,0.0,0.5416666666666666,0.10833333333333334,0.0,0.0,100.0,0.5416666666666666,0.10833333333333334,0.0,0.0,100.0,0.2688333333333333,0.022166666666666668,0.158,50.36923076923077,37.03846153846153,0.2584166666666667,0.021166666666666667,0.15258333333333332,52.29230769230769,34.634615384615394,0.10833333333333334,0.0,0.10833333333333334,80.0
n_train,ctd,5000,1,0.5141666666666667,0.10283333333333333,0.0,0.5141666666666667,0.10283333333333333,0.0,0.0,100.0,0.5141666666666667,0.10283333333333333,0.0,0.0,100.0,0.2535833333333333,0.022583333333333334,0.14066666666666666,50.680713128038896,36.649108589951375,0.23991666666666667,0.019083333333333334,0.1445,53.3387358184765,33.326580226904376,0.10283333333333333,0.0,0.10283333333333333,80.0
n_train,ctd,5000,2,0.4995833333333333,0.09991666666666667,0.0,0.4995833333333333,0.09991666666666667,0.0,0.0,100.0,0.4995833333333333,0.09991666666666667,0.0,0.0,100.0,0.2500833333333333,0.021916666666666668,0.1405,49.94161801501251,37.57297748123436,0.23483333333333334,0.019083333333333334,0.13941666666666666,52.99416180150125,33.75729774812344,0.09991666666666667,0.0,0.09991666666666667,80.0
n_train,ctd,5000,3,0.49583333333333335,0.09916666666666667,0.0,0.49583333333333335,0.09916666666666667,0.0,0.0,100.0,0.49583333333333335,0.09916666666666667,0.0,0.0,100.0,0.24266666666666667,0.01825,0.15141666666666667,51.05882352941176,36.1764705882353,0.23316666666666666,0.01633333333333333,0.1515,52.9747899159664,33.78151260504202,0.09916666666666667,0.0,0.09916666666666667,79.99999999999999
n_train,ctd,5000,4,0.5120833333333333,0.10241666666666667,0.0,0.5120833333333333,0.10241666666666667,0.0,0.0,100.0,0.5120833333333333,0.10241666666666667,0.0,0.0,100.0,0.2698333333333333,0.027333333333333334,0.13316666666666666,47.30675345809602,40.866558177379986,0.2510833333333333,0.024416666666666666,0.129,50.96826688364524,36.28966639544345,0.10241666666666667,0.0,0.10241666666666667,80.0
n_train,ctd,20000,0,0.505,0.101,0.0,0.505,0.101,0.0,0.0,100.00000000000001,0.505,0.101,0.0,0.0,100.00000000000001,0.25808333333333333,0.020916666666666667,0.1535,48.8943894389439,38.88201320132013,0.24066666666666667,0.020416666666666666,0.13858333333333334,52.343234323432334,34.570957095709566,0.101,0.0,0.101,80.00000000000001
n_train,ctd,20000,1,0.515,0.103,0.0,0.515,0.103,0.0,0.0,100.0,0.515,0.103,0.0,0.0,100.0,0.25475,0.02725,0.1185,50.53398058252427,36.832524271844655,0.241,0.019833333333333335,0.14183333333333334,53.20388349514563,33.49514563106796,0.103,0.0,0.103,80.0
n_train,ctd,20000,2,0.5083333333333333,0.10166666666666667,0.0,0.5083333333333333,0.10166666666666667,0.0,0.0,100.0,0.5083333333333333,0.10166666666666667,0.0,0.0,100.0,0.2614166666666667,0.023333333333333334,0.14475,48.57377049180327,39.282786885245905,0.23841666666666667,0.021916666666666668,0.12883333333333333,53.0983606557377,33.62704918032787,0.10166666666666667,0.0,0.10166666666666667,80.0
